sigmaout,method,rep,rep_pred,beta,beta_rel,error_rel,error
1,CIV,64,49.5,0.0006795893426988805,0.11134824406390452,4.038676605806871,1.652020274667239
1,CIV,65,49.5,0.012827471102187469,0.2062357107835953,1.2051582440509243,1.6103847685135602
1,CIV,66,49.5,0.02322417738665741,1.2184107315253327,0.7954732102295808,1.1693612133323763
1,CIV,67,49.5,0.004542057316687201,0.1914290977172836,2.1861516507333523,2.1350644454530627
1,CIV,68,49.5,0.0010770703218435664,0.0620545748338588,1.3181499609672818,2.129009844171364
1,CIV,69,49.5,0.002899763141842412,0.15205502924912512,2.30508195804592,1.7803957104354822
1,CIV,70,49.5,4.3038700188654436e-05,0.01885121597589584,7.3698871706175755,2.0302330997616407
1,CIV,71,49.5,0.00037487595344318746,0.0333780899357683,1.3789725017722287,1.6168120330225018
1,CIV,72,49.5,0.003907952439785789,0.20979431468355897,1.5244402766873129,1.0373027187239423
1,CIV,73,49.5,2.0025815679167326e-06,0.00171618651018763,1.539974045416788,1.2814626331337808
1,CIV,74,49.5,6.693123157972722e-05,0.03735406175724853,1.9201057748434096,1.3772215688010825
1,CIV,75,49.5,0.002220847822151083,0.07409839369707939,1.5471933281295227,2.2785206769580473
1,CIV,76,49.5,3.091054837676805e-05,0.014055165521144754,1.6429244669000638,1.9955780829951306
1,CIV,77,49.5,0.009728049079791275,0.1727986679878911,1.4920827326066919,1.587005906860987
1,CIV,78,49.5,0.0007437217240860791,0.09153345041586539,2.056030262497146,1.581892548401435
1,CIV,79,49.5,0.0002795997661247248,0.03370043131704616,1.711872828181098,2.4715306403256494
1,CIV,80,49.5,0.0007172253454473051,0.0507024897915069,1.2680029334445226,2.3459093240532978
1,CIV,81,49.5,2.724426886676393e-08,0.0002985437030177846,1.8849331874385002,2.606129121627911
1,CIV,82,49.5,0.0023241016103501405,0.054107982726246354,1.5040220264772037,1.2943082300510163
1,CIV,83,49.5,0.00012759507746843,0.0147145534616451,1.5649487814943013,1.4230084274393362
1,CIV,84,49.5,1.019436136708944e-05,0.009448797423004085,1.4232473504123904,1.638967412761459
1,CIV,85,49.5,0.016218598712140847,0.15782033055165495,1.6668809992688074,1.2548222084365828
1,CIV,86,49.5,0.0013223930452740376,0.05065055889360643,1.1217770630191801,1.7114895307319467
1,CIV,87,49.5,0.008970951616853871,0.2428784158681819,1.5105804639583338,2.272846086368533
1,CIV,88,49.5,0.010001919267170358,0.12819109978229282,2.4227640270663016,1.9697146002258719
1,CIV,89,49.5,0.0012686499614270217,0.05315448309715126,3.2053010535605493,1.7508840049693226
1,CIV,90,49.5,0.05010843580443604,0.7302591476715092,1.4721102262958343,2.231816974070325
1,CIV,91,49.5,0.014044137363604665,0.3429561804908282,2.3243810996521237,2.37703463517227
1,CIV,92,49.5,0.0022909654219361386,0.06230767664988671,1.566047314071526,1.3954223100013636
1,CIV,93,49.5,0.0009429738886927159,0.07233597537606765,1.3840867722778967,1.4445552670010908
1,CIV,94,49.5,6.8999072329751e-05,0.023698124599007605,1.559936216617702,1.6036046490150364
1,CIV,95,49.5,0.0004917360999655714,0.04316461280019501,0.7569520008726198,1.4858537589006422
1,CIV,96,49.5,0.005807508261092007,0.22212771086652885,1.5222189131750077,2.1366843569783587
1,CIV,97,49.5,0.000599650398802317,0.02957566921117932,2.0572971425331787,1.4591092324432835
1,CIV,98,49.5,0.0007892966402338406,0.08421746028136808,1.2034217313166358,2.283208859169009
1,CIV,99,49.5,0.0001484627669359995,0.02459941039885056,5.371537979373113,1.6123284939730187
1,NIV,0,49.5,9.141765571798709e-05,0.011375985931439568,6.71465116460856,2.1993989625502235
1,NIV,1,49.5,3.40834770011482e-05,0.007274952797876194,1.2412201851576332,1.2055349564805689
1,NIV,2,49.5,0.001540083060432079,0.0768188940151508,99.48549701327637,1.5017346866071415
1,NIV,3,49.5,0.00013389319490204478,0.03584754465381654,1.573451301947214,1.5247972282168842
1,NIV,4,49.5,0.0007348193191076682,0.030570568386610007,1.4780224767069867,1.4475495497705697
1,NIV,5,49.5,0.0009464175105234501,0.1357343273865155,2.0486431806391465,2.045469196548493
1,NIV,6,49.5,0.0012228660468047387,0.06210320804363945,0.49191669576085173,1.5820310813235776
1,NIV,7,49.5,5.18453941708898e-06,0.014906527794086457,0.8080750836414331,1.6206876464775066
1,NIV,8,49.5,0.0026122550219259445,0.0762953429423157,1.5743478495903407,1.7359718285391985
1,NIV,9,49.5,0.0053331892713185105,0.5574764301552043,1.882487999215564,1.677737154073447
1,NIV,10,49.5,2.2378829507308902e-05,0.009280218522961,1.925510877885999,1.7627515089400347
1,NIV,11,49.5,0.002996197421669126,0.06966514205220775,2.38137490039432,1.816553319040269
1,NIV,12,49.5,0.008315613323565207,0.11658314153281721,0.7475770175847722,1.7472827839022385
1,NIV,13,49.5,0.0009707464120896041,0.039657421287829606,1.9930223547846928,1.988751202171474
1,NIV,14,49.5,0.7983367885658503,8.53395639957564,14.202165556604164,37.970010954484636
1,NIV,15,49.5,0.0006014896060244456,0.030943919527989878,1.0097359519473978,2.023007958722584
1,NIV,16,49.5,0.004610464020114387,0.2994349846862109,1.5378635287199758,1.3320870797927347
1,NIV,17,49.5,0.00011231359726717507,0.013216989846428811,0.8999827412586409,1.487567079526355
1,NIV,18,49.5,4.021010319506845e-07,0.005436243471162263,2.0873596255545435,2.2073092796416893
1,NIV,19,49.5,0.003133003556342528,0.19485160607582275,2.605546812541701,1.6844045514620312
1,NIV,20,49.5,0.14800584082332513,0.4930590202692363,4.874596939020689,3.6729747875140157
1,NIV,21,49.5,0.00047628829033054097,0.08999610094302962,2.4302515837951058,1.7062425821927734
1,NIV,22,49.5,0.002205591955682485,0.06746884587251092,4.432448603920125,1.9170325032828264
1,NIV,23,49.5,0.09059021609355103,0.884388900642121,0.5345304579642416,1.9578194039503882
1,NIV,24,49.5,0.001127071064300755,0.040935627663233574,3.1391572099911382,1.7915982853857124
1,NIV,25,49.5,0.0006109004071605504,0.04348752455430605,2.9817079230006813,1.7077559459885125
1,NIV,26,49.5,0.00040530576758351157,0.028405154676411557,1.411797044776255,1.4838182732988223
1,NIV,27,49.5,0.00071552304138312,0.03359971407488607,1.5269445287894161,2.036363861044943
1,NIV,28,49.5,2.348195367187807e-05,0.040020605777620136,1.231103395292674,1.2626663866470298
1,NIV,29,49.5,1.07892596796938e-05,0.007679286868400294,1.8578936682272018,1.8277185074695461
1,NIV,30,49.5,0.002413223870058017,0.06885167594004998,2.413038932895515,1.7854030340083957
1,NIV,31,49.5,0.00038304893310287246,0.04414635954106669,1.67598116068813,1.9751818443971418
1,NIV,32,49.5,0.00118073601287343,0.07579191290177428,3.0210236039778158,1.912507706323769
1,NIV,33,49.5,0.0001465474198345329,0.03176293166669319,5.695552933611863,1.474312383923216
1,NIV,34,49.5,0.4429733735204291,1.1333959061443815,2.128194241101665,27.966725239020427
1,NIV,35,49.5,0.003322873222886172,0.21266842051298745,3.7784235228954928,2.8801137566917854
1,NIV,36,49.5,0.00011830616489476261,0.042222763205862775,2.3630632537173955,1.594147659689775
1,NIV,37,49.5,0.0032173788987837674,0.06513981312006416,3.4642589030668525,1.9228295092274492
1,NIV,38,49.5,0.014409703823520132,0.15103384012299936,6.124436958731298,1.5534792323444313
1,NIV,39,49.5,6.884354078493814e-05,0.01921250333475667,1.2380610927390399,1.5096525940270638
1,NIV,40,49.5,0.004040387558045549,0.09531040095413296,0.9893438938292607,2.182450499186307
1,NIV,41,49.5,0.006373316385585637,0.2257157954403797,1.7799156976031472,1.402823642263016
1,NIV,42,49.5,0.01779346957743214,0.49428068218445165,1.3964856906180863,1.442524112338362
1,NIV,43,49.5,0.10709245572950903,2.249016898350271,1.8307521603166987,2.066746793458025
1,NIV,44,49.5,0.025845898412535574,0.84272048175892,3.025601007537984,2.605628178079524
1,NIV,45,49.5,8.265433296158796e-05,0.019088417346934238,1.6130185444003893,1.6515397541820005
1,NIV,46,49.5,0.0067081079793719755,0.11757988517226874,0.9459951987117381,2.2365116897013277
1,NIV,47,49.5,0.00738059927513296,0.25241847871018225,1.2027487073081016,2.7081778364382445
1,NIV,48,49.5,5.645095676280007e-05,0.010959099394169645,0.9108600490964984,2.21928508406399
1,NIV,49,49.5,0.0013590879068285436,0.04968810109022,2.048277095416166,1.4440479188922
1,NIV,50,49.5,0.000788531823640102,0.031977899540742,0.4506016397975863,1.5859097800345758
1,NIV,51,49.5,0.006685004397131521,0.27266216954412054,1.228184617039858,2.4969314044671336
1,NIV,52,49.5,0.4814553431600934,1.5982316872387963,5.861648543648148,5.428930212561617
1,NIV,53,49.5,0.00400492166519032,0.15233310791197446,6.757018205767449,1.908936330820617
1,NIV,54,49.5,0.016291897982267763,0.1788461381273657,0.2851433596612652,1.7818854540430522
1,NIV,55,49.5,0.00102468886650079,0.05383129298909106,1.1772776028857774,1.8062214607885563
1,NIV,56,49.5,3.5321306854004203e-06,0.010619901487912007,0.8720787650926188,1.7744726870795784
1,NIV,57,49.5,0.0011866960208251225,0.06089141380314958,10.535331724551853,1.8674980211948042
1,NIV,58,49.5,0.00035733687088712216,0.03514221915589982,1.9661521292516773,1.5014309621818769
1,NIV,59,49.5,4.132462384872237e-05,0.013970894978859689,1.6786901330320871,1.4822552191862373
1,NIV,60,49.5,0.0016280459740063838,0.04513481430030141,1.1617793594030974,2.2991157626156986
1,NIV,61,49.5,0.00041470036710683354,0.04404058853458089,0.8071668610697994,1.8176022669339764
1,NIV,62,49.5,0.00016351649758286721,0.018582071306794134,2.241008972656122,1.286392920837864
1,NIV,63,49.5,0.042446117649448833,0.3190757285654423,1.2530965003001777,2.111270030409554
1,NIV,64,49.5,0.005616143422883683,0.3200952193196883,4.3466050174826,1.6236608351748096
1,NIV,65,49.5,0.012507766466827,0.2036494433264432,1.205129008385438,1.609766951588457
1,NIV,66,49.5,0.0005602733608707376,0.1892446158670981,0.7083966326216086,1.0587263942971288
1,NIV,67,49.5,0.19732470225698576,1.261747274434291,3.5488163174566916,3.0917100127108053
1,NIV,68,49.5,0.0055159499676748465,0.14043065900663454,1.3776393062848473,2.158464111924864
1,NIV,69,49.5,0.00032312487023424024,0.05075802548162459,2.5046817248528654,1.764919125125256
1,NIV,70,49.5,0.0054295946379235745,0.21173541252390105,7.818799668118216,2.061691096531599
1,NIV,71,49.5,0.0004212884940717197,0.03538404575289434,1.37931287982584,1.6161046100755163
1,NIV,72,49.5,0.002015533099490399,0.1506655798472667,1.5182373003758471,1.02983418463879
1,NIV,73,49.5,2.2169949164152074e-06,0.0018057254760225252,1.53995514375443,1.2815198211392258
1,NIV,74,49.5,0.001362561751279861,0.1685394301066132,2.2375580755906133,1.3992297912419027
1,NIV,75,49.5,0.01199478248642092,0.17220493039199242,1.6953209692305353,2.3092579480239306
1,NIV,76,49.5,0.00371178413987814,0.15401888157854715,1.4690408568049702,2.1050220506780364
1,NIV,77,49.5,0.02609142943391833,0.282993493393981,1.3821735019672234,1.7454773738091318
1,NIV,78,49.5,0.00092510826163615,0.10208710300183109,2.057127790993766,1.5829125279450422
1,NIV,79,49.5,0.00014841024229512182,0.024552685132948445,1.6572716517356803,2.4832352086135008
1,NIV,80,49.5,0.001430530277722878,0.07160609646351389,1.2471253184592304,2.330474005375117
1,NIV,81,49.5,1.1943756594934253e-07,0.0006250874918394034,1.885472185896133,2.605516944675298
1,NIV,82,49.5,0.002287921373697283,0.05368517024234857,1.503306356949737,1.2940248602510516
1,NIV,83,49.5,6.000576177162336e-05,0.010090823362140067,1.5710140963656127,1.4194272021572334
1,NIV,84,49.5,6.522449042530532e-05,0.02390021860746358,1.4263004397399546,1.639359795850375
1,NIV,85,49.5,0.023768117978988097,0.19105292088319564,1.6962274499942944,1.2703613104820157
1,NIV,86,49.5,0.004419149985449031,0.09259197216332077,1.1437646908081696,1.7154672471773935
1,NIV,87,49.5,0.002646950407397294,0.1319296975117473,1.4151425882814106,2.203769434541735
1,NIV,88,49.5,0.015077657949227646,0.15739217773330194,2.499246020911083,2.0015170968643154
1,NIV,89,49.5,0.0007069508064769946,0.0396792624536629,3.234312381415707,1.7495296071802644
1,NIV,90,49.5,0.04655493456129967,0.7038894293159828,1.4629171170116486,2.2283006613303713
1,NIV,91,49.5,0.003994073403724407,0.18289385777180187,2.3066705342939646,2.3031216414548554
1,NIV,92,49.5,0.005726503731338378,0.0985092617278565,1.6152799905597073,1.4105226017717316
1,NIV,93,49.5,0.002159619071356151,0.10946948760977676,1.4049631527556232,1.4416450813970656
1,NIV,94,49.5,0.00015599095579070898,0.03563215281102419,1.5593769338162644,1.6052310925718318
1,NIV,95,49.5,3.5209891317263747e-06,0.003652532976051646,0.7654914898584032,1.504784250766794
1,NIV,96,49.5,0.006516565260461107,0.23529743739117903,1.5173177807851104,2.1373825390323087
1,NIV,97,49.5,0.0015198986748889433,0.04708611239889759,2.026112441830744,1.4734000947981059
1,NIV,98,49.5,0.0017871132734680816,0.12672376094587542,1.1927626792497261,2.2787558276860573
1,NIV,99,49.5,4.338055667133566e-05,0.013297300496694206,5.301127429535808,1.6058658999120796
1,OLS,0,49.5,-999.0,-999.0,7.292554892811652,2.243458393517963
1,OLS,1,49.5,-999.0,-999.0,1.2833564961511161,1.1952989615511673
1,OLS,2,49.5,-999.0,-999.0,110.1069263298208,1.6063565572049612
1,OLS,3,49.5,-999.0,-999.0,2.043185650583357,1.7170061384703506
1,OLS,4,49.5,-999.0,-999.0,3.1794614689686442,1.5272891866269165
1,OLS,5,49.5,-999.0,-999.0,1.732825903710826,2.150542863632759
1,OLS,6,49.5,-999.0,-999.0,0.5333530697422689,1.5934380116469555
1,OLS,7,49.5,-999.0,-999.0,0.852804370096868,1.7856845929961034
1,OLS,8,49.5,-999.0,-999.0,1.5871241691572637,1.8092408569311385
1,OLS,9,49.5,-999.0,-999.0,1.762139730713857,2.330428479135404
1,OLS,10,49.5,-999.0,-999.0,2.340981989322852,1.648820608505718
1,OLS,11,49.5,-999.0,-999.0,2.6877140833958126,2.0940235802396496
1,OLS,12,49.5,-999.0,-999.0,0.8122033467267051,1.6976151830828778
1,OLS,13,49.5,-999.0,-999.0,2.208104754584491,1.9742583637851026
1,OLS,14,49.5,-999.0,-999.0,4.975371171162721,3.9243456848124065
1,OLS,15,49.5,-999.0,-999.0,1.281862732413878,2.2466462151828974
1,OLS,16,49.5,-999.0,-999.0,2.078199266506668,1.3099294960303256
1,OLS,17,49.5,-999.0,-999.0,0.8341948822998563,1.6235665277023394
1,OLS,18,49.5,-999.0,-999.0,2.109831622982443,2.533202708385176
1,OLS,19,49.5,-999.0,-999.0,3.8295521430759467,1.6956837944843797
1,OLS,20,49.5,-999.0,-999.0,7.231568934272501,2.7124487883824027
1,OLS,21,49.5,-999.0,-999.0,2.3940227491978137,1.6760119253041403
1,OLS,22,49.5,-999.0,-999.0,3.3296286831596906,2.037510091456387
1,OLS,23,49.5,-999.0,-999.0,0.5208568416451375,1.6539481460459142
1,OLS,24,49.5,-999.0,-999.0,3.7368992518999096,2.297167556591658
1,OLS,25,49.5,-999.0,-999.0,2.606092875692385,1.6980466674287373
1,OLS,26,49.5,-999.0,-999.0,1.2401721201799454,1.647988110365261
1,OLS,27,49.5,-999.0,-999.0,1.4731949366547676,2.368518734245356
1,OLS,28,49.5,-999.0,-999.0,1.1806079924748398,1.3450276658701814
1,OLS,29,49.5,-999.0,-999.0,2.437450280675032,2.218401714555847
1,OLS,30,49.5,-999.0,-999.0,2.2427137671903092,1.7833646064439839
1,OLS,31,49.5,-999.0,-999.0,1.4024512732475902,2.1137416787809085
1,OLS,32,49.5,-999.0,-999.0,3.1904265121046254,1.9200720495560426
1,OLS,33,49.5,-999.0,-999.0,5.294004577506848,1.489937343133194
1,OLS,34,49.5,-999.0,-999.0,0.7419631358673857,3.2600314534198747
1,OLS,35,49.5,-999.0,-999.0,3.543149758347127,2.8939168061907496
1,OLS,36,49.5,-999.0,-999.0,1.9838240928849418,1.584041620644441
1,OLS,37,49.5,-999.0,-999.0,3.8480694739335832,2.152651476540539
1,OLS,38,49.5,-999.0,-999.0,3.5745894178935447,1.818282031491221
1,OLS,39,49.5,-999.0,-999.0,1.237216924547896,1.7806386196397779
1,OLS,40,49.5,-999.0,-999.0,0.9723661974005587,2.2580029856370034
1,OLS,41,49.5,-999.0,-999.0,1.5707146257070541,1.4200191737021843
1,OLS,42,49.5,-999.0,-999.0,1.3618421730210404,1.446041789539494
1,OLS,43,49.5,-999.0,-999.0,1.30459525299749,1.628400863360581
1,OLS,44,49.5,-999.0,-999.0,3.6371360161439927,3.1903202630796335
1,OLS,45,49.5,-999.0,-999.0,2.3038999342701554,2.165676986566863
1,OLS,46,49.5,-999.0,-999.0,1.4522446153012083,2.175184379823895
1,OLS,47,49.5,-999.0,-999.0,1.3095514462410662,3.1366123853852628
1,OLS,48,49.5,-999.0,-999.0,0.904729196819273,2.4340283767263613
1,OLS,49,49.5,-999.0,-999.0,1.823000579661754,1.5066209498955332
1,OLS,50,49.5,-999.0,-999.0,0.5414800462037924,2.1096895556217583
1,OLS,51,49.5,-999.0,-999.0,1.7995328235719068,5.668036573902826
1,OLS,52,49.5,-999.0,-999.0,2.735615060307814,1.965057078115806
1,OLS,53,49.5,-999.0,-999.0,13.217050190179483,1.9798555546867942
1,OLS,54,49.5,-999.0,-999.0,0.4204890732548303,2.3660953976407573
1,OLS,55,49.5,-999.0,-999.0,1.4488254820985966,2.151826757006096
1,OLS,56,49.5,-999.0,-999.0,1.2917407478629306,3.4740424031312185
1,OLS,57,49.5,-999.0,-999.0,10.761210574407817,1.8576095464331344
1,OLS,58,49.5,-999.0,-999.0,1.61214121862069,1.504361945469679
1,OLS,59,49.5,-999.0,-999.0,2.28821696951331,1.851690915141672
1,OLS,60,49.5,-999.0,-999.0,0.942633087687736,2.8140146110837985
1,OLS,61,49.5,-999.0,-999.0,0.7230141240481807,1.8794157351132241
1,OLS,62,49.5,-999.0,-999.0,1.9729873428594324,1.2494862858192466
1,OLS,63,49.5,-999.0,-999.0,1.2267332239772966,2.077766130644631
1,OLS,64,49.5,-999.0,-999.0,2.904711226961822,1.9008664229950492
1,OLS,65,49.5,-999.0,-999.0,1.2167547162615606,1.672896152792149
1,OLS,66,49.5,-999.0,-999.0,0.7096817140522819,1.0512716444002383
1,OLS,67,49.5,-999.0,-999.0,1.4603441308024538,2.1687769310946834
1,OLS,68,49.5,-999.0,-999.0,2.1821711565016146,2.2348737141975423
1,OLS,69,49.5,-999.0,-999.0,3.406428578478167,1.7594652423071118
1,OLS,70,49.5,-999.0,-999.0,6.668166126312136,2.103096262096349
1,OLS,71,49.5,-999.0,-999.0,1.379554323333768,1.7481870910355846
1,OLS,72,49.5,-999.0,-999.0,1.5808078261598206,1.0716271440243674
1,OLS,73,49.5,-999.0,-999.0,1.605033651030125,1.23840949730088
1,OLS,74,49.5,-999.0,-999.0,2.6063476903212246,1.5153719831597416
1,OLS,75,49.5,-999.0,-999.0,1.9512667413587905,2.4222734684464116
1,OLS,76,49.5,-999.0,-999.0,2.0331806042363185,11.864642255348949
1,OLS,77,49.5,-999.0,-999.0,1.427591418759733,1.6661500602419073
1,OLS,78,49.5,-999.0,-999.0,2.1481260821608283,1.7337456263920183
1,OLS,79,49.5,-999.0,-999.0,1.385507464584288,2.879278993351897
1,OLS,80,49.5,-999.0,-999.0,1.1119698583407505,2.6566931902621196
1,OLS,81,49.5,-999.0,-999.0,2.2107722186061984,2.608744146088577
1,OLS,82,49.5,-999.0,-999.0,1.687651201064329,1.545210332578541
1,OLS,83,49.5,-999.0,-999.0,1.8365566054858982,1.3410543751595798
1,OLS,84,49.5,-999.0,-999.0,1.5530641331042188,1.693078014726888
1,OLS,85,49.5,-999.0,-999.0,1.5057866454109254,1.6050427879606586
1,OLS,86,49.5,-999.0,-999.0,1.0522967840942663,1.9482041345024141
1,OLS,87,49.5,-999.0,-999.0,1.2655106501217328,2.3361256161774704
1,OLS,88,49.5,-999.0,-999.0,2.564557229852747,2.0347277474869303
1,OLS,89,49.5,-999.0,-999.0,3.6914888045561565,1.7639172814967359
1,OLS,90,49.5,-999.0,-999.0,1.2577469215575625,2.4191940458760435
1,OLS,91,49.5,-999.0,-999.0,2.3410260449429265,2.461681342841566
1,OLS,92,49.5,-999.0,-999.0,1.7768697631297679,1.484736833801804
1,OLS,93,49.5,-999.0,-999.0,1.423276591380656,1.6339726545911748
1,OLS,94,49.5,-999.0,-999.0,1.5542115821017963,1.6654011513676243
1,OLS,95,49.5,-999.0,-999.0,0.7345755940249349,1.466692452171013
1,OLS,96,49.5,-999.0,-999.0,1.720166961512743,2.155421324089331
1,OLS,97,49.5,-999.0,-999.0,2.313873326114112,1.3864693710006188
1,OLS,98,49.5,-999.0,-999.0,1.2965937426740737,2.352273079544327
1,OLS,99,49.5,-999.0,-999.0,3.8209229792691213,1.5875468221302587
1,TB,0,49.5,0.0,0.0,6.6758638868664315,2.203045586767297
1,TB,1,49.5,0.0,0.0,1.2424574743131254,1.2033792364063178
1,TB,2,49.5,0.0,0.0,95.31807005634276,1.4821756346732458
1,TB,3,49.5,0.0,0.0,1.6084311854455924,1.4888499212208057
1,TB,4,49.5,0.0,0.0,1.798998076446576,1.4429153424322079
1,TB,5,49.5,0.0,0.0,1.958462172752908,2.048385612546373
1,TB,6,49.5,0.0,0.0,0.4791023113371369,1.6129291124196652
1,TB,7,49.5,0.0,0.0,0.8074205381291805,1.6185442430134636
1,TB,8,49.5,0.0,0.0,1.578460724346132,1.7086206877772783
