n,niv_all,niv_single
1000,0.005991615997442576,0.014770541639999468
1000,0.000926212032597314,0.14433581390335531
1000,0.0006038152965467603,0.06457432999957954
1000,0.0002466679749883134,0.060074508333779586
1000,0.005291800455764507,0.09935738889706322
1000,0.010601027930857442,0.5749817402862147
1000,0.0016778538165822224,0.15638864468062438
1000,0.00048720319565185986,0.1038547291543429
1000,0.008362929456848073,0.0006917727310611736
1000,0.0016892907682072706,0.09016872141220308
1000,0.0024523883605420834,1.2716056616810083
1000,0.0004884491890412993,0.030361667119392467
1000,0.01632254959566549,0.026798508908197044
1000,0.003863051564818692,0.0027303214113794036
1000,0.0005501736554639345,0.002829104889308731
1000,0.00012933646288512487,0.00027143660253193326
1000,0.0021658898662916784,0.004304345924707903
1000,0.012140291417012377,0.00500289084502272
1000,0.0012830734595732762,0.013291240513154955
1000,0.0013491833394341914,0.017738656982141852
1000,0.0005969599408471555,0.000952303510365427
1000,0.005454418298014734,0.004333180791749199
1000,0.0003362770425446305,0.28648198365234034
1000,0.0008169210084405362,0.35461838054740324
1000,0.0009439409562917511,0.025834689420466062
1000,0.005499973398442532,0.009895907047819823
1000,0.003967872412624423,0.008196631804140197
1000,0.0024648718222403908,0.0033693845525742242
1000,0.00033793624402261976,0.004312109550375984
1000,0.007840093546203254,0.03797925322527251
1000,0.00546726909375578,0.505693004253496
1000,0.0009273203093184687,0.022217590950008324
1000,0.0005360138659425981,0.007066651016640553
1000,0.015215035106864061,0.23833045025449356
1000,0.01091220812165491,0.006100077588007791
1000,0.012266981533763346,0.0012241437918885413
1000,0.0022348301903203386,0.09563356759106258
1000,1.8929304228028604e-05,0.003908086049520728
1000,0.019759862524584816,0.3431664185695774
1000,0.0044131875010093,0.07692935752318289
1000,0.0003120397476312195,1.7306131503693218
1000,0.00017526653939047398,0.04709940329806504
1000,0.009947545165422348,0.14572283355615995
1000,0.12182428773880045,0.028078208919150034
1000,0.00020015725843628923,0.1022401847096492
1000,0.002158925503968337,0.1496311257802975
1000,0.0007869929813692778,0.06143507494791319
1000,0.007045639948472381,0.05629193067502593
1000,0.0084908310133303,0.009549936947070419
1000,0.001530402207654462,0.0012184850523567665
1000,0.003336556326586561,0.023012457877230684
1000,0.0009249937555092433,0.0009550124981182878
1000,0.0019479397378557508,0.005315502076596457
1000,0.001106541909407953,0.011825889356155694
1000,2.4993215718066215e-05,0.1845978782282185
1000,0.0012810326943096374,0.01712328333617675
1000,0.0006938916808812536,0.0005234482698763706
1000,0.013362615957688031,0.2644110125113754
1000,0.002883634403945577,0.013322203660992038
1000,3.3376760913409965e-05,0.03952587647679919
1000,0.003721464932763927,0.0006348315257815003
1000,0.0010283325237982093,0.0015473688998069702
1000,0.0003201763228889198,0.005348386561645773
1000,0.006359333067756136,0.002827950916973427
1000,0.0036338271100498096,0.03550430966400041
1000,0.0022288067881016454,0.011417107468738941
1000,0.001569661716227158,0.1774405246749912
1000,0.00022022662182480808,0.10898123289752074
1000,0.00023848042867109656,0.00042473397619902906
1000,0.0027915855967526352,0.005758425372132973
1000,0.001333096407357555,1.95465250473832e-05
1000,3.097099263019447e-05,0.7394673966397838
1000,0.0033522225553324404,0.005373655551976276
1000,0.0014636559234902451,0.004643843101929119
1000,0.058391055764695186,0.0028645621979663865
1000,0.002378954895115093,0.04358996620411319
1000,0.004997019877811396,0.003457071921376442
1000,0.014717338641643252,0.029031407647736745
1000,0.00053411255969051,0.005944133104039144
1000,0.0004656900440667154,0.11124657931205897
1000,0.0073470937602166915,0.03991227799733341
1000,0.001811899457826308,0.0019950482776375338
1000,0.025925566506680486,0.004192712350863791
1000,0.00898665335228643,0.20730250996761054
1000,0.0014330431974460126,0.05716502413823564
1000,0.0002628863099730978,0.00816911427317946
1000,0.005737634833168844,0.010882991786963836
1000,0.00337448523621696,0.01244652966073316
1000,0.0009337873566558208,0.02203771428848288
1000,0.002950756861907378,0.04403279408374081
1000,0.0012289818633649757,0.004066615922827088
1000,0.00019282921697754996,0.15299585910816277
1000,0.003406612022942253,0.07421087235480646
1000,0.00030914495210178263,0.004242299301202646
1000,0.0028144817010224664,0.018463099051502292
1000,0.0009171925916193775,0.6257065611474407
1000,0.003042766928402127,0.0039781348889524
1000,0.0024306580876816866,0.03429501011008605
1000,0.0015895879387395136,0.002026232517636434
1000,0.0010828935356759057,0.011415443373617232
1000,0.010097000833533602,0.05943642461133684
1000,0.00101186338675527,0.0025117620305443325
1000,0.0007638017926097174,0.04403441723110035
1000,0.0015207336882400002,0.0009263677727738634
1000,0.002788284139992118,0.0005840785716534104
1000,7.123229550370499e-05,0.0010863434833046914
1000,0.08673688670942645,0.005651867445668972
1000,0.0035701372181710643,0.10255316479004975
1000,0.0058200873666176475,0.3303706327648913
1000,0.0015313085444085563,0.010540923256729728
1000,0.006928273158900139,0.03772942920674184
1000,0.010235621821510863,0.03234616455442787
1000,0.00022561132341266583,0.025414832353110046
1000,0.0014197715813901927,0.014715157163039208
1000,0.009999922988849285,0.05250850020448668
1000,0.002154580287815415,0.039006593587194625
1000,0.026150397633310764,3.4109665068422155
1000,0.0028103718845876426,0.08723873974582155
1000,0.010001071302231448,0.025255844707754903
1000,0.0023448306915415207,0.002263678758068353
1000,0.007285772418155641,0.11909472388488267
1000,0.002391082311715001,0.0030197468779773516
1000,0.0025498031945896935,3.9662420412218595
1000,0.00041528393921912534,0.00541970590116639
1000,0.0012481992520582668,0.003823606051233943
1000,0.0018093272944735175,0.0024232266729021694
1000,0.0008897416070673773,0.002302579084037652
1000,0.00292346900774632,0.9119323173709531
1000,0.04179424676713482,0.03158090916511069
1000,0.025472023672303633,0.22681377874988823
1000,0.0002149754270593413,6.919355242521314e-05
1000,0.011832255048651735,0.008257239682331465
1000,0.006168686768415039,0.0008709290378616788
1000,0.0005189019753781245,0.2650310254038938
1000,0.01023209046041142,0.08015390161733559
1000,0.025219177944061553,0.0672949244156393
1000,0.0024877412552556178,0.006379863494712634
1000,0.0010897001112319875,0.07971199218836568
1000,0.0009852542688540736,0.00019623267918962147
1000,0.008265257724065387,0.07456692444284382
1000,0.0005899801727446955,0.00012054160957679786
1000,0.0006355036114325831,0.07069730486484438
1000,0.0006235486423571727,0.13380692810221498
1000,0.0005819099861813632,0.0030799890445208675
1000,0.0027997827668526302,0.027283086902589904
1000,0.002037023844550603,0.10027898190496387
1000,0.0066333680766925114,0.016623504671670668
1000,0.011974753905777916,0.02080577230630756
1000,0.0013280054450937227,0.005041856538469709
1000,0.004119900238146588,0.6907190214772413
1000,0.028934376172725262,0.007269305619719625
1000,0.0033882103900619064,0.01698990673335509
1000,0.015981513783388412,0.004433819581885393
1000,0.0022330942249633792,0.003571960972274039
1000,0.0012704330780378193,0.0094103045578925
1000,0.0013633661194963592,0.05327316483156362
1000,0.0011534557693254502,0.08514770110942517
1000,3.787271584232122e-05,0.032276446591052166
1000,0.008821543059116352,1.0512657169160087
1000,0.00031105384019794886,0.06713359271773021
1000,0.005239820023195214,0.15381123609195582
1000,0.00467669806670917,1.0926184029561539
1000,0.031162157271902868,0.034973108689040674
1000,0.01795335834998817,0.12402033319190389
1000,0.0002447918740546086,0.039686662363842995
1000,0.009469621934436751,0.14177693487018517
1000,0.0008770731038179189,0.0033683431265718313
1000,0.0004787439916457242,0.08107087330317217
1000,0.0023092328578906453,0.016211077752334206
1000,0.007002391098994998,0.017060484523647657
1000,0.001979247885936025,0.0009929949576295302
1000,0.009424409680696823,0.003124049334396861
1000,0.0001320933229347507,0.0004085014095399065
1000,0.013253083321962827,0.07637637731129447
1000,0.0012080012940791068,0.003677063532555931
1000,0.0020496957217119613,0.00339727997859125
1000,0.08201171912491123,0.006609031066114382
1000,0.002974461393284797,0.001072870907168983
1000,0.026376269074141583,0.0023416733422288653
1000,0.000140915263035193,0.045338860096189246
1000,0.0026204618012290147,0.024969125474665076
1000,0.0010786673964104914,0.004022271694878121
1000,0.02840862712600452,0.002467672524734204
1000,0.005164451702444768,0.5030044502040616
1000,0.0007972634100488687,0.011157589410801309
1000,0.000140846878876535,0.03887496573678144
1000,0.0047750225204532485,0.06548564327546794
1000,0.0003878002452577061,0.0038005056134812224
1000,0.0013082999009614432,0.0021561855770221875
1000,0.0033304075256716534,0.0017060893492235611
1000,0.004352632310730872,0.009743550471161804
1000,0.0012914201349338052,0.3012290397857843
1000,0.0004408584747941184,0.002358364939842262
1000,0.01750364331214447,0.01977149426217064
1000,0.07481111428480111,0.10934986137481836
1000,0.008642366025976456,0.15058235923258484
1000,0.011991412202326678,0.09468510577735736
1000,0.0007940712429799166,0.09373627454879621
1000,0.0028592699222703922,0.06831294065469606
1000,0.2526330673854932,0.00377997772669316
1000,0.0032325251597274144,0.018630154510429313
1000,0.0013876348631653886,0.009890655021680236
1000,0.0006505010883294667,7.634411646731256e-05
1000,0.02018877767096865,0.022335401550549853
1000,0.0012059833139828476,0.01720025737288327
1000,0.0012539740749816042,0.02575996604812291
1000,0.0007896342177995898,0.28543339994248296
1000,0.0017184749871779776,0.007231294176151916
1000,0.0034174007997275963,0.21687966744976453
1000,0.004263481798283941,0.35308521733689924
1000,0.009643767246140914,0.036759132134200144
1000,0.008786943877682257,0.0024745870298245242
1000,0.0016274047919153452,0.02348054312635806
1000,0.00026646584266685114,1.6165280396563262
1000,0.00875788656611912,0.043494521773463114
1000,0.021122271845882806,0.001994856728186706
1000,0.0014363984386686567,0.0006657687455398159
1000,0.011565334859487731,4.045514371031141e-05
1000,0.030512426514454426,0.0037471594791497914
1000,0.004214961080600125,0.027235907091767552
1000,0.009760312620402261,0.012743610211277323
1000,0.0034825512615099196,0.0015109170420872357
1000,0.008703076440602291,0.0128816188279749
1000,0.002092621835433689,0.002792706397297158
1000,0.002483437317659004,0.034528984719295455
1000,0.00041734402597714784,0.6037444541880241
1000,0.001504441739286474,0.004720749981458932
1000,0.03299269438190089,0.005524178016576705
1000,0.004924085965515074,0.003596304518752494
1000,0.002444302195049098,0.1291792991644598
1000,0.0013498482885472038,0.022018496495187723
1000,0.0336959361219761,0.03725307815217593
1000,0.0014278539346094389,0.0014683244551605523
1000,0.0012373617399474295,0.02632916601218674
1000,0.0005264049603388991,0.18636403992928002
1000,0.002074503534383528,0.007847668218412453
1000,0.04586384786021276,0.01875922303835006
1000,0.0008321362908387803,0.005134178493754705
1000,0.0023466662196043424,1.0416760156630616
1000,0.0026390057269249255,0.6196655997478896
1000,0.03881755653403414,0.22952060086285533
1000,0.002297652779067746,0.07461967307487116
1000,0.00042920639585389546,0.031947456273566634
1000,7.47623200873653e-05,0.05342329156940397
1000,0.000991780700663657,0.04364799916668817
1000,0.00018856195358661203,0.011607043732090403
1000,0.00019512822944374577,0.02091302772287071
1000,0.0010143808548256808,0.2042164448313942
1000,0.0008432570487692355,0.07548006025984731
1000,0.005921980165414822,0.01404368265512328
1000,0.005019250005204234,0.011956380393690067
1000,0.0004162538633170849,0.009479921462590973
1000,0.00831977450498689,1.87528997314621
1000,0.002822755232478015,0.005680241447919897
1000,0.0014204412431160027,0.004527910478233219
1000,3.562580109239816e-05,0.00042972725899921034
1000,0.0743685365149724,0.08475183020417698
1000,0.0050342280507592735,0.00616993125501224
1000,0.0019959116164081914,0.008123742319526412
1000,0.00916235733332958,0.012164241696181488
1000,0.02533928865397462,0.058763518246930636
1000,0.00217084912854782,0.0072894918668395935
1000,0.012761431213578842,0.2527040868804283
1000,0.0029427769036736856,0.021495291782161474
1000,0.002797868602654785,0.11821939131989152
1000,0.004266383358841222,0.09359858694493098
1000,0.003788695491866956,0.004494193528067255
1000,0.0015563508910131844,0.00088327275659502
1000,0.0067572275607134715,0.28094057049377097
1000,0.0009377668551103835,0.0026415982054505717
1000,0.0008326530799713961,0.0004677143487879649
1000,0.003191892590950187,0.8096533137041145
1000,0.0005719901375350424,0.0001598419191729981
1000,0.017274732884540265,0.01507828429602324
1000,0.002771428239944466,0.05117462885806316
1000,0.0121113917828819,0.022328561965183184
1000,0.0027789283727878084,0.0008756436088830502
1000,0.015049376315510832,0.04338356415671733
1000,0.02945617272551832,0.23258468042892386
1000,0.0039034081274288376,0.007089745958708904
1000,9.696237425987417e-05,0.04185500135319979
1000,0.0057753221289841925,0.0472579025068271
1000,0.0013062908134017092,0.001215692997585489
1000,0.004283253033349371,0.8387464529337286
1000,0.005209171569892786,0.006199332492797562
1000,0.00016379511190297406,0.014919283290427274
1000,0.005573342463119484,9.370689738105289e-05
1000,0.04486886085438918,0.11920686340691718
1000,0.0833030707102024,0.03994823369698992
1000,0.020853247713993005,0.0011633025803720058
1000,0.005986112110814812,0.016295775431698363
1000,0.0005387845118113169,0.14888779373371533
1000,2.8349862837882878e-05,0.004247079204754217
1000,0.004989313264559238,0.011755516491152456
1000,0.0003913470066206696,0.0003188974067518947
1000,0.0029252328621592336,0.0016709795822972312
1000,0.016145658130042675,0.009416051925856827
1000,0.00047092878606685274,0.1100069765480449
1000,0.0071674830210003955,0.0021042467311068952
1000,0.0027781955652296355,0.16250794263251644
1000,0.011650688743082338,6.132589115401599
1000,0.0018687906461593202,0.0019164868345142709
1000,0.001674768180705582,2.2547334860367902
1000,0.00916451545627402,0.017465633685284726
1000,0.009069536302002315,0.03630456076490947
1000,0.0008529464158513762,0.04400582837034359
1000,0.0017218781647063135,0.002620990913147524
1000,0.004114712391541692,0.05987711801911026
1000,0.001623567792136989,0.002591745604260096
1000,0.0003186590105054301,0.0997850945964289
1000,0.034627895384660136,0.03665405282430551
1000,0.003137731204173464,1.0243596452920165
1000,0.00038687132174676595,0.03721467690021241
1000,0.0007320023657758927,0.30853531577051474
1000,0.04290651566632877,0.03765518292586072
1000,0.001533537984064154,0.007938160138060143
1000,0.2841593320081318,0.019158170098270588
1000,0.00012472391062350434,0.011379174867454073
1000,0.018827472861857604,0.020486567963799027
1000,0.00040835746137495813,0.0039342262518525075
1000,0.000345117310257798,0.030244284204656764
1000,0.0016594375132017048,0.05253746764649771
1000,0.018969993545958734,0.001953979460422034
1000,0.0015231010907893867,0.0010610135474585993
1000,0.00187571149149672,0.01099719632395758
1000,0.007456710736218784,0.0036716771745633056
1000,0.005798709485374956,0.023557106269812753
1000,0.003552929628360472,0.04218208323032089
1000,0.00889873528884006,0.013768769492961718
1000,0.0007916490297661747,0.0005174487620137974
1000,0.0014860393694720218,0.025226118783237682
1000,0.008791676665742182,0.00785735798879767
1000,0.0009704828558415436,0.00288495876554582
1000,0.0007343250597424308,0.002807052777693654
1000,0.000744025309349192,0.1049372005204801
1000,6.544731727020693e-05,0.2183712459432876
1000,0.0017062098157133697,0.03290374552767388
1000,0.005446315612778229,0.01464706068095109
1000,0.0025377401443811946,0.0003346486832632678
1000,0.033796108831748765,0.09096958454300888
1000,0.0032489226036066334,0.0009884030946075636
1000,0.011539063891932506,0.018729074317919096
1000,2.528047979722365e-06,0.08887588289869483
1000,0.0004528196690245977,0.010317943409690151
1000,0.0008095377013152914,0.0433531650749134
1000,0.0009106665888869608,0.017869389282120684
1000,0.0004989817737284665,0.11177987207966641
1000,0.001445380651452896,0.025550229117154665
1000,0.03414928836076499,0.08809486585621121
1000,0.0001389614750635522,0.028282405543072087
1000,0.004644084345192757,0.09175532448494647
1000,0.00799764898249596,0.0008634927404583606
1000,0.009447996215416418,0.0026710082127231537
1000,0.0001256269019920395,0.006824623735597458
1000,0.0022837128688777244,0.0027631125661598476
1000,0.0038201336401417355,0.002465628811595247
1000,7.376908349020431e-05,0.011507093389064308
1000,0.006345231456269652,0.0023340481892682877
1000,0.0009691014841541259,0.04356458612028931
1000,0.00039387656002168824,0.003012108260367837
1000,0.0007003783688506037,0.0036828841899010254
1000,0.0008418065880668282,0.012092396106723854
1000,0.05646677298996403,0.15409510182726943
1000,1.5604957485271727e-07,0.02639882407722699
1000,0.003321704311045011,0.005505061729183305
1000,0.0033175520718865164,0.04209284193440888
1000,5.186289233260939e-05,0.02820973927841903
1000,0.002793532124855241,0.017502814831741563
1000,0.0013688495242060229,0.0067464065305746865
1000,0.005352568456985812,0.08200314093422532
1000,0.0045383101616795745,0.2207415959591637
1000,0.0040497936914773245,0.008023563629484618
1000,0.01608942585899576,0.01684461686241372
1000,0.009714443659666798,0.00047639171215397766
1000,0.00016964539184183327,0.06878989577330605
1000,0.0014340079263067426,0.004280858091931116
1000,0.005692725147702431,0.006680781755806127
1000,0.10705609662802698,0.2989718035424788
1000,0.001768032801016625,0.0005770341731419624
1000,0.0008615530816153034,0.004447611605420178
1000,0.00043066836025602124,0.013987329096095086
1000,0.0024122348170753346,0.0018650371735060589
1000,0.0006365753413662123,0.026556239300014196
1000,0.008296773405475345,0.004378284476224259
1000,0.007887282248848914,0.0035158716595220228
1000,0.00015376578546547542,0.012184980134365832
1000,0.00024392155988669554,0.002518930217523073
1000,0.005336376260736267,0.0279333186067662
1000,0.001641392223606971,0.012366671932936859
1000,0.0025880909650732795,0.000877633646128299
1000,0.009481843382252253,0.0108603187108472
1000,0.0013394715319742458,0.0026617532715497863
1000,0.0007283846522808865,0.005680511973281977
1000,0.0021532811620589157,0.0050097791594921805
1000,0.0037239188191927333,0.0277381756542598
1000,0.0026217531038115194,0.005260807948290475
1000,0.2125231070153392,0.006497623484861856
1000,0.0009119736722789524,0.009527355397142086
1000,0.0016798571351025232,0.0019526067594488436
1000,0.011337990908271362,0.3556341217704482
1000,0.002572091335452927,0.022279454001812977
1000,0.0031198861448547242,0.02769787961915126
1000,0.0015457496725273284,0.8804540021263276
1000,0.5491232849477008,0.04718998612126864
1000,0.0023660359729001353,0.011539526256906001
1000,0.0003206643754464941,0.0034626344749721025
1000,0.0005874429458033009,0.0009482981839807671
1000,0.0030171254473395437,0.11322085980233262
1000,0.0012189672021709773,0.004342600169899166
1000,0.004106980227657915,0.012562201448151275
1000,0.055974421912321284,0.030264903230225564
1000,0.0008190377227074565,0.0011473656762270076
1000,6.443629549601415e-05,0.06351931152623799
1000,0.005111769045342262,0.026550468645363694
1000,0.0015402320125383335,0.1408219657721826
1000,0.0009181197440279806,0.010301363003328266
1000,0.009012476233188084,0.2586153242831689
1000,0.0002051496714280236,0.03301899658250861
1000,0.015231957895296364,0.2243695192289215
1000,0.0001570137634076031,1.3250868170285703
1000,0.000228362980793114,0.0003241445543828578
1000,0.005166886782129093,0.17541002187109384
1000,0.006219128078855567,0.04716159936799258
1000,8.920154503174906e-05,0.14866629269727433
1000,0.001169625074493445,0.0024756725849046134
1000,0.003175246604184111,0.1066553933640626
1000,0.02412644780298848,0.09972994437302654
1000,0.04171503767664007,0.005458978232301764
1000,0.003019254087919776,0.4161896565054941
1000,0.003089591974621244,0.006971179902551139
1000,0.0013548708764036595,0.0027660809094473215
1000,0.03326682127123243,0.7726985953444557
1000,0.007183956869830349,0.0844003982728049
1000,0.01874506139085081,0.0038779754126702813
1000,0.014477201469728635,0.004544592207448154
1000,0.0008634121226326166,0.0019679088923791437
1000,0.0013292847713056583,0.0016210191565315855
1000,0.00011356485451901745,0.17239731613043136
1000,0.0021373437936784917,0.0013889807526094606
1000,0.0012350980252126102,0.0003421107239573664
1000,0.0003243217509187991,0.0007751032193649863
1000,0.007395310186716979,0.11667269536328133
1000,0.005336306973261913,0.0006963849705288519
1000,0.004371706723101014,0.007681895202955707
1000,0.0034547797792596536,0.0003123978827016214
1000,6.016780567474117e-05,0.1331428404096529
1000,0.004437539119834228,0.005424812167271487
1000,0.0023962369951381754,0.003566028034131527
1000,0.003277924937517844,0.037153722201692455
1000,0.00476689558121071,0.01563603976002776
1000,0.0034284166420315747,0.002370639217518139
1000,0.00040598169981885117,0.005965350073169505
1000,0.0015370605113306705,0.006557564184326811
1000,0.4037296808604774,0.011766040013205265
1000,0.0005269157412820609,0.07932689736647161
1000,0.005260616883665805,0.017857940838926827
1000,0.015578983260274857,0.0065357391671747615
1000,0.012423717715036703,0.2845745867591036
1000,0.028280213884590573,0.08796962619464843
1000,0.0004530222288353076,0.2538309976462042
1000,0.001774679408973637,0.476360524886298
1000,0.005518698279131103,0.00989442113986136
1000,0.0003594865247922627,0.014220747880382361
1000,0.002594105159427141,0.048238034251222583
1000,0.0038366564377431294,0.004623442183555129
1000,0.0011093256080535769,0.019609317862805852
1000,0.062477710659856314,0.02821609181408406
1000,0.0001315138407648553,0.0014829059153048613
1000,0.005675798188828416,0.021346578366892376
1000,3.7568417150668056e-05,0.8942521035223023
1000,0.0030690101111719727,0.0026728215545168367
1000,0.002381510981557756,0.04719337283068464
1000,0.0030429567603658908,0.0011465407080844966
1000,0.0019673251864481,0.0229053515005186
1000,0.0036265748669303765,0.01728739686454068
1000,0.0004412457524919567,0.027463261422264622
1000,0.0012589646512167142,0.0005903709872907094
1000,0.005149013200673085,0.02257819035464601
1000,0.00490643962851244,0.005636026892204063
1000,5.318064975665553e-05,0.004275275066839937
1000,0.024543539802264085,0.02690615980474472
1000,0.00043846169840286805,0.027413607579922238
1000,0.0009327131615632291,0.004483705317731366
1000,0.06745887792301505,0.3438844399125553
1000,0.015252912697367402,0.06482618548535338
1000,0.017252825382837143,0.0022372761872401217
1000,0.0007882940279986931,0.33279653327579306
1000,0.0007137608094775327,0.000656288707953081
1000,0.00918253244706872,0.029295128412462478
1000,0.0010625878621303036,0.010546311945240073
1000,0.0007826116567706074,0.019618235268829283
1000,0.007265807191726942,0.45176422303895236
1000,0.001026107093704492,0.21064547327493693
1000,0.0006722207729519537,0.009199371073351528
1000,0.037370998771561095,0.25506500942577853
1000,0.005761190562387053,0.04974967540486069
1000,0.003593248604823865,0.01273068675421447
1000,0.017463888196271784,0.13043445734300035
1000,0.0004166913628669707,0.016135870258361818
1000,0.0007158442366057838,0.029768682168985355
1000,0.005880790387939239,0.04978297826430701
1000,0.006757207447328643,0.02058081811985247
1000,0.011295833455746042,0.0018654192648090537
1000,3.339001324918729e-05,0.020699379399496336
1000,0.0005273061416276236,0.0002613023312589981
1000,0.0009862398316103666,0.004962920645698537
1000,0.0014413585618604364,0.026098875156447144
1000,0.02062676798135509,2.015832503996408
1000,0.002811670237486782,0.0010930075634112053
1000,0.00677989980891342,0.10035566688314095
1000,0.0024245422497179625,0.047405423150078015
1000,0.0015159136213194692,0.004449316064089965
1000,0.0006238448345813488,0.10183777610590064
1000,0.004229505683871179,0.002205628886781175
1000,0.006962939794900207,0.14575004591830784
1000,8.943685456740923e-05,0.0016792633803822004
1000,0.013975467161769459,0.09720269192227338
1000,0.0004422082060587261,1.581229459353716
1000,0.0009799768075093216,0.0047154827570571305
1000,0.017168136579142908,0.2755038524142071
1000,0.0039188120680846645,0.042382098261905664
1000,0.0007241236303137872,0.09970614187354884
1000,0.02568787881991722,0.030610877674830245
1000,0.007286268865194162,0.007632875832615351
1000,0.00025443823861852897,0.01038473286634557
1000,0.00034600910426696874,0.10770344467343249
1000,0.004647148332845423,0.014247849552661899
1000,0.0004188082657347386,0.0009607831611958484
1000,0.011111044943593277,0.31942463466535514
1000,0.0054543621449498775,0.0027061098622690382
1000,0.0038248503425173325,0.003037035064919904
1000,0.0018353773891427263,0.007291670845595277
1000,0.0006024274150759508,0.07280605317829422
1000,0.0019731600224291894,0.008034899733101026
1000,0.01926395835197592,0.037073311472262886
1000,0.00291268789296083,0.11126843414290048
1000,0.04045844332585691,0.049916223433585
1000,0.003980632180008187,0.028713553582248096
1000,0.0030227340806417346,0.18951801034265908
1000,0.00013880558808442397,0.3252522030651991
1000,4.687552806719216e-05,0.04014244682677046
1000,0.0028535151474158174,0.003565141498321731
1000,0.005639861009233408,0.0018854047020029723
1000,0.007583820987970061,0.026540650482688256
1000,0.0013747919678171094,0.025754785384542133
1000,0.0038366057882669924,0.3107789292446624
1000,0.01674524061543231,0.02484410960916273
1000,0.0006605228650260545,0.02651631820071255
1000,0.0027000409042251166,0.06666241530213338
1000,0.0023780430713587404,0.0002320450663428763
1000,0.003505359256779286,0.0011252866544908262
1000,0.002285324780440832,0.003999794596896951
1000,0.0006905328502429911,0.0015343600579524866
1000,0.0009244520351519639,0.002400770964607904
1000,0.0011529187460495916,0.015350139703581234
1000,0.008395284642791401,0.052421671985346474
1000,0.006197625806943202,0.047941206045541286
